date,equity,returns
2023-08-29 00:00:00-04:00,10000.0,
2023-08-29 00:00:00-04:00,10068.567583471013,0.0068567583471013105
2023-08-30 00:00:00-04:00,10033.903045569108,-0.0034428470201472994
2023-08-31 00:00:00-04:00,10044.78331926111,0.0010843510887628138
2023-09-01 00:00:00-04:00,9921.974574883434,-0.01222612180615068
2023-09-05 00:00:00-04:00,9910.822160866874,-0.001124011549554993
2023-09-06 00:00:00-04:00,9949.734996807192,0.003926297466416706
2023-09-07 00:00:00-04:00,10004.001878352763,0.005454103206063765
2023-09-08 00:00:00-04:00,10115.561744926075,0.011151523953100373
2023-09-11 00:00:00-04:00,10067.659616800696,-0.004735488679054933
2023-09-12 00:00:00-04:00,10099.627717698502,0.003175325956040309
2023-09-13 00:00:00-04:00,10255.216563008573,0.015405404006864298
2023-09-14 00:00:00-04:00,10137.125048044378,-0.011515262914111535
2023-09-15 00:00:00-04:00,10104.602163385436,-0.0032082947092790803
2023-09-18 00:00:00-04:00,10083.322509965641,-0.0021059367875860824
2023-09-19 00:00:00-04:00,9985.254174185275,-0.00972579580623778
2023-09-20 00:00:00-04:00,9777.789724190756,-0.020777082523434798
2023-09-21 00:00:00-04:00,9715.06833776516,-0.006414679410666757
2023-09-22 00:00:00-04:00,9717.013185953789,0.0002001888325446899
2023-09-25 00:00:00-04:00,9568.24569302972,-0.015310002166006864
2023-09-26 00:00:00-04:00,9489.796829662277,-0.00819887635458516
2023-09-27 00:00:00-04:00,9527.036931104401,0.003924225366524592
2023-09-28 00:00:00-04:00,9550.884493184773,0.0025031457579967054
2023-09-29 00:00:00-04:00,9374.053404708668,-0.018514629571982244
2023-10-02 00:00:00-04:00,9200.834879296948,-0.018478508488623535
2023-10-03 00:00:00-04:00,9267.436100050845,0.007238606238196832
2023-10-04 00:00:00-04:00,9220.709885958522,-0.0050419785567301645
2023-10-05 00:00:00-04:00,9270.011089004285,0.005346790394179957
2023-10-06 00:00:00-04:00,9361.15784107331,0.00983243182709237
2023-10-09 00:00:00-04:00,9432.078941485752,0.007576103471011564
2023-10-10 00:00:00-04:00,9545.772146690571,0.012053886095541033
2023-10-11 00:00:00-04:00,9366.852984900786,-0.018743288551237303
2023-10-12 00:00:00-04:00,9385.647098358586,0.0020064490697244697
2023-10-13 00:00:00-04:00,9520.343135660549,0.014351278701446146
2023-10-16 00:00:00-04:00,9545.769343906091,0.0026707239311893893
2023-10-17 00:00:00-04:00,9481.735217987412,-0.006708115774823109
2023-10-18 00:00:00-04:00,9391.363478028732,-0.009531139383352483
2023-10-19 00:00:00-04:00,9297.794134976293,-0.009963339537581106
2023-10-20 00:00:00-04:00,9316.42421307609,0.0020037094637010977
2023-10-23 00:00:00-04:00,9436.311642136216,0.012868395246736108
2023-10-24 00:00:00-04:00,9290.038561755311,-0.015501086221839877
2023-10-25 00:00:00-04:00,9368.382356848519,0.008433096867404677
2023-10-26 00:00:00-04:00,9301.355398431706,-0.0071545925287532786
2023-10-27 00:00:00-04:00,9420.419280948978,0.012800702415622922
2023-10-30 00:00:00-04:00,9512.235423296885,0.009746502741506236
2023-10-31 00:00:00-04:00,9532.139576313919,0.0020924790158458606
2023-11-01 00:00:00-04:00,9791.259005493708,0.027183763635151292
2023-11-02 00:00:00-04:00,10091.291204058123,0.03064286200539401
2023-11-03 00:00:00-04:00,9984.273682727917,-0.010604938373710793
2023-11-06 00:00:00-05:00,10011.744559146515,0.0027514146037603826
2023-11-07 00:00:00-05:00,10010.112535278591,-0.00016301093763249064
